# solver	iter	churn	stddev
akecmp	0	0.000000	0.000000
akecmp	1	0.000000	0.000000
akmcf	0	0.000000	0.000000
akmcf	1	0.000000	0.000000
akraeke	0	0.000000	0.000000
akraeke	1	0.000000	0.000000
akvlb	0	0.000000	0.000000
akvlb	1	0.000000	0.000000
ecmp	0	885.000000	0.000000
ecmp	1	0.000000	0.000000
mcf	0	480.000000	0.000000
mcf	1	0.000000	0.000000
mwmcf	0	567.000000	0.000000
mwmcf	1	0.000000	0.000000
raeke	0	134736.000000	0.000000
raeke	1	0.000000	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	0.000000	0.000000
semimcfmcf	0	0.000000	0.000000
semimcfmcf	1	0.000000	0.000000
semimcfraeke	0	0.000000	0.000000
semimcfraeke	1	0.000000	0.000000
semimcfvlb	0	400.000000	0.000000
semimcfvlb	1	0.000000	0.000000
spf	0	381.000000	0.000000
spf	1	0.000000	0.000000
vlb	0	6736.000000	0.000000
vlb	1	0.000000	0.000000

